,title,pers,extracted_names
1464,"Montgomery Hitchcock. Irenaeus of Lugdunum, a Study of his teaching.","['Hitchcock', 'Frenaeus of Lugdunum', 'Irénée', 'Renan', 'Paul Monceaux']",Paul Monceaux
1465,"Musée National du Louvre. — Catalogue raisonné des figurines et reliefs en terre cuite grecs, étrusques et romains, I. Époque pré-hellénique, géométrique, archaïque et classique, par Simone Mollard-Besques","['Simone Mollard-Besques', 'Madame Besques', 'Jean Bérard', 'Madame Besgues-Mollard', 'Y. Béquigbton']",Y. Béquigbton
1466,Myrrha Borodine. La femme et l'amour au XIIe siècle d'après les poèmes de Chrétien de Troyes,"['Myrrha Borodine', 'Chrétien de Troyes', 'Mmc Myrrha Borodine', 'Chrétien', 'Juliette de Shakespeare', 'Lancelot', 'Marie de Champagne', 'Godefroy de Lagny', 'Erec', 'Laudine', 'Perceval', 'Mme M. Borodine', 'Enide', 'André le Chapelain', 'Gaston Raynaud']",Gaston Raynaud
1467,N. Bonwetsch. Doctrina Jacobi nuper baptizati. ,"['Jacob', 'Weidmann', 'XÌCóV VSOëairifolovs', 'Óti', 'Héraclius', 'Jésus-Christ', 'Omont', 'Bonwetsch', 'Laurentianus IX', 'Basile', 'Grégoire', 'Epiphane', 'Ephrem', 'Ambroise', 'Antiochus de Ptolémaïs', 'Christ', 'TE vangile', 'Jérémie']",C. E. R
1468,N. Iorga. Essai de synthèse de l'histoire de l'humanité. Histoire du Moyen Âge.,"['Iorga', 'Justinien', 'Charlemagne', 'Louis Bbéhier']",Louis Bbéhier
1469,"N. J. Khom. L'art javanais dans les Musées de Hollande et de Java (Ars Asiatica, t. VIII)","['N. J. Kkom', 'G. Van Oest', 'Krom', 'Mme Resink-Wilkens', 'Jogjakarta', 'Mahayâna', 'J. Bacot']",J. Bacot
1470,N.R. Ramachandra Dikahitar. The Parâna Index,"['R. Dilcshistar', 'Mahâbhârnla', 'A. D. Pusalker', 'Wilson', 'Roussel', 'Purâna', 'Louis Renou']",Louis Renou
1471,Nell Perrot. Les Représentations de l'arbre sacré sur les monuments de Mésopotamie et d'Élam. ,"['Nell Perrot', 'Geuthner', 'Hélène Danthine', 'Mlle Nell Perrot', 'Gilgamesh', 'G. Contenau', 'Shamash', 'Kerkouk', 'Plutarque', 'Montet']",M. RUTTEN
1472,"Newman (John-Henry, cardinal). Apologia pro vita sua, being a history of his religious opinions...","['Newman', 'John-Henry', 'John Henry Newman', 'Kierkegaard', 'Maine de Biran', 'Martin J. Svaglic', 'Bruno Neveu']",Bruno Neveu
1473,"Nguyen Van Huyen. — Introduction à l'étude de l’habitation sur pilotis dans, l’Asie du Sud-Est. Un vol. in-8°, XXIII, Paris, Geuthner, 4933. __**__ Nguyen Van Huyen. — Les chants alternés des garçons et des filles en Annam. Un vol. in-8°. Paris, Geuthner, 4933","['Van Huyen', 'Geuthner', 'Granet', 'Maspero', 'J. Vendryes']",J. Vendryes
1474,"Nic. Hohlwein. L'Égypte romaine, recueil des termes techniques relatifs aux institutions politiques et administratives de l'Égypte romaine. ","['Hohlwein', 'R. Gagnât']",R. Gagnât
1475,"Nicola Putorti. L'Italia antichissima, pubblicazione del Museo civico di Reggio-Calabria","['Nicola', 'Putorti', 'Duce', 'Aphrodite', 'Athéna', 'Dionysos', 'Stéphane Gsell']",Stéphane Gsell
1476,"Norman Baynes. The Historia Augusta, its date and purpose","['Baynes', 'Dioclétien', 'Constantin', 'Dessau', 'Aurélius Victor', 'Valens', 'Théodose', 'Hermann Peter', 'Seeck', 'A. von Domaszewski', 'Honorius', 'Grégoire de Tours', 'Julien', 'Pelronius Probus', 'Petronius Probus', 'Eutrope', 'Claude II', 'Constance Chlore', 'Marc-Aurèle', 'Constance II', 'Carus', 'Alexandre Sévère', 'Alexandre le Grand', 'Ammien Marcellin', 'Lihanius', 'Maurice Besnieb']",Maurice Besnieb
1477,"Norman H. Baynes. Constantine the great and the Christian church (The Raleigh Lecture on history, extrait des Proceedings of the British Academy, XV, 1929)","['Norman H. Baynes', 'Constantin', 'Burckhardt', 'Boissier', 'Otto Seeck', 'Costa', 'J. Maurice', 'Eusèbe', 'Ëdit de Milan', 'Licinius', 'Optat', 'Maurice Besnier']",Maurice Besnier
1478,"Norman de Garis Davies, The Metropolitan Museum of art, Egyptian Expedition Paintings from the tomb of Rekh-mi-ré at Thebes, 1835","['Davies', 'Eii', 'Charles Wilkinson', 'Aménophis II', 'Charles Boreux']",", Charles Boreux"
1479,"Noël Dupire. Jean Molinet. La vie. Les œuvres, 1932 __**__Étude critique des manuscrits et éditions des poésies de Jean Molinet, 1932","['Dupire', 'Molinet', 'E. Droz', 'Sainte-Beuve', 'Ronsard', 'M A. Piaget', 'Mlle E. Droz', 'R. Lebègue', 'Philippe le Beau', 'Guillaume deLorriset de Jéan', 'Meun', 'Georges Doutrepont']",Georges Doutrepont
1480,"O. Guéraud et P. Jouguet. Un livre d'écolier du IIIe siècle avant J.-C., 1938","['Guéraud', 'P. Jouguet', 'J.-C-U', 'Euripide', 'Jouguet', 'Mohamed Effendi Mandr-souri', 'P. Mazon', 'Paul Collart', 'Sa Majesté FarOuk', 'Aimé Puegh']",Aimé Puegh
1481,O. Hirschfeld. Kleine Schriften,"['Hussein', 'Weidmann', 'Hirsehleld', 'Y E']",P. Cacnat
1482,O. Kern. Inscriptiones graecae (tabulae in usum scholarum editae sub cura Johannis Lietzmann),"['Inscriptiones gr.rcv', 'Marcus', 'Kern', 'Mégarc', 'Klein', 'Priène', 'Bourguet', 'Dittenberger']",Michel.A. Jaudiî
1483,O. Tafrali. La Cité pontique de Dionysopolis,"['Geuthner', 'Chkorpil', 'Tafrali', 'Mela', 'Laurens', 'Reine Marie', 'Antike Denkmàler in Bulgarien de Kalinka', 'Méduse', 'Caracalla', 'Théodore fils de', 'Démétrius', 'Georges Seube']",Georges Seube
1484,"O. Tafrali. La Roumanie transdanubienne (la Dobroudja), esquisse géographique, historique, ethnographique et économique","['O. Tafrali', 'Ernest Leroux', 'Tafrali', 'Ovide', 'Tomi', 'Adam Klissi', 'Tristes', 'Geouges Seuke']",Geouges Seuke
1485,"O. Tafrali. Monuments byzantins de Curtéa de Arges, 1931","['Geuthner', 'Mesembria', 'Ghica-Budesti', 'Tafrali', 'Christ', 'Saintr', 'Charles Robert', 'Anna', 'V. Draghicëanu', 'Radou Vcjda', 'Ley', 'Louis Bréhier']",Louis Bréhier
1486,O. Tafrali. Mélanges d'archéologie et d'épigraphie byzantines,"['Tafrali', 'Héraclius', 'Léontius', 'Gayat-Barthoux', 'Louis Bréhiek']",Louis Bréhiek
1487,O. Tafrali. Topographie de Thessalonique,"['Paul Geuthner', 'Jacques Doucet', 'Tafrali', 'Constantin', 'Hormisdas le Jeune', 'Théodose', 'Jean Ganlacuzène', 'Alexis Apocauque', 'Cantacuzène', 'Grégoire Palamas', 'Jean Apocauque', 'Louis Bitumi']",Louis Bitumi  h
1488,O. Wulff et M. Alpatoff. Denkmaeler der Ikonenmalerei in Kunstgeschichtlicher Folge,"['O. Wulff', 'Alpatoff', 'Denkmaeler der Ikonenmalerei in Kunstgeschichtlicher', 'Porphyre Ouspensky', 'Jean-Baptiste', 'Panteleimon', 'André Roublev', 'Andréa Rico', 'Emmanuel Tzanfournari', 'Christ', 'Louis Brkhikk']",Louis Brkhikk
1489,"Odet Perrin, Les Burgondes. Leur histoire, des origines à la fin du premier Royaume (534). Contribution à l'histoire des invasions.","['René Guichard', 'Arthur Mentz', 'Denis Sinor {Auteur', 'Perrin', 'Mgr Besson', 'Theurillat', 'Dioclétien', 'P. Duparc', 'Gengis-Khan', 'Genséric', 'Alphonse XIII', 'Waitz', 'Aétius', 'Attila', 'Majorien', 'Gondebaud', 'Jean Richard']",Jean Richard
1490,Olga Dobiache-Rojdestvensky. La vie paroissiale en France au XIIIe siècle d'après les actes épiscopaux.,"['Olga Domache-Rojdkstvensky', 'Mme Dobiache-Rojdestvensky']",R. P
1491,Olga Rojdestvensky. Le culte de saint Michel et le Moyen Âge latin,"['Olga', 'Mme Olga', 'Facullé', 'Ferdinand Lot', 'Divinité', 'Satan', 'Archange', 'Grégoire de Tours', 'Ciel', 'Mme Rojdestvensky']",Ch.-V. Lanc.lois
1492,"Oskar Beyer. Die Katakombenwelt. Grundriss, Ursprung und Idee der Kunst in der römischen Christengemeinde","['Oskar Beyer', 'Mohr', 'J.-B. de Rossi', 'Manuel', 'Mgr Wilpert', 'Maurice Besnier']",Maurice Besnier
1493,"Osvald Siren, L'Architecture, t. 4 de L'Histoire des arts anciens de la Chine","['Siren', 'Marcel Granet']",Marcel Granet
1494,Osvald Sirén. Histoire de la peinture chinoise. Tome I : Des origines à l'époque Song. Tome II : L'époque Song et l'époque Yan,"['Ufi', 'Sirén', 'Van', 'Marco Polo', 'Osvald Sirén']",A. de La horde
1495,Oswald Siren. La sculpture de l'époque Han à l'époque Ming.,"['Oswald', 'Van Œst', 'Siren', 'Tsï du Nord', 'Souei', 'Che Houang-ti', 'Marcel Ghanet']",Marcel Ghanet
1496,"Otto Cartellieri. Geschichte der Herzöge von Burgund, Bd. I. Philipp der Kühne, Herzog von Burgund. ","['Philipp der Kùhne', 'Herzog von Burgund', 'Ernest Petit', 'Philippe le Hardi', 'Cartellieri', 'Charles V', 'Charles VI', 'H. Stein']",H. Stein
1497,Otto Cramer. Die innere Politik Ludwigs XI von Frankreich,"['Cramer', 'Ludivigs XI von Frankreich', 'Arthur Rôdde', 'Louis XI', 'Orville W. Mosher', 'J. Calmette']",J. Calmette
1498,"Otto Jespersen. Language, Its nature, development and origin","['Jespersen', 'G. Allen and Unwin', 'Vendryes', 'Rasmus Rask', 'Franz Bopp', 'Vilhelm Thomsen', 'Meillet', 'Holger Pedersen', 'Gilliéron', 'Platon', 'A. Ernout']",A. Ernout
1499,"Otto Jespersen. Mankind, Nation and Individual from a linguistic point of view","['Jespersen', 'Nat', 'Meillet', 'A. Ernout']",A. Ernout
1500,Otto Jespersen. The philosophy of Grammar,"['Jespersen', 'Georges Allen and Unwin', 'Brunot', 'A. Ernout']",A. Ernout
1501,Otto Plasberg. Cicero in seinen Werken und Briefen,"['Otto Plasberg', 'Otto Immisch', 'Cicéron', 'Drumann', 'Mommsen', 'Gaston Boissier', 'Tyrrell', 'Zielinski', 'Schmidt', 'L.-A. Constans']",L.-A. Constans
1502,Otto et Else Kern. Carl Otfried Müller. Lebensbìld in Briefen an seine Eltern mit dem Tagebuch seiner italienisch-griechischen Reise,"['Otto', 'Else Kern', 'Cari Otfried Mailer', 'Weidmann', 'Curtius', 'Ranke', 'Cari Otfried', 'Cari Otfried Muller', 'C. O. Muller', 'Muller', 'Millier', 'Alexandre de Humboldt', 'Cades', 'Cari', 'Mùller', 'Etienne Mighon']",Etienne Mighon
1503,"P. A. A. Boeser. Beschreibung der Aegyptischen Sammlung des Niederländischen Reichsmuseums der Altertumer in Leiden, Bd. IV. Die Denkmäler des neuen Reiches.","['Boeser', 'Die Denkmâler', 'Nijhoff', 'Ton', 'Anastasy', 'Amenhâtep IV', 'Gournah', 'Harmhabi', 'Maspero', 'George Foucart']",George Foucart
1504,P. A. A. Boeser. Beschreibung der Ægyptischen Sammlung der Niederländischen Reichsmuseums der Altertümer in Leiden. Tome II. Die Denkmäler der Zeit zwischen dem alten and mittleren Reich und des mittleren Reiches.,"['Boeser', 'Martinus Nijhoff', 'Ton', 'Anastasy', 'Leemans', 'George Foucart']",George Foucart
1505,P. A. A. Boeser. Beschreibung der ägyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden. Die Denkmäler des neuen Reiches.,"['P. A. A. Boeskiî', 'Martinus Nijhoff', 'Boeser', 'Leemans', 'Sethe', 'Wiedeman', 'Prince de Memphis', 'Roi', 'Amon', 'George Foucart']",George Foucart
1506,"P. A. A. Boeser. Description de la collection égyptologique dit musée royal néerlandais des antiquités à Leyde. t. VI. Monuments du Nouvel Empire. Troisième partie, Stèles","['Stèles', 'Stèle de Hat-craï', 'Osiris', 'Isis', 'Horus', 'Amon', 'Roi', 'Amenemhati Ier', 'Honouitnofrit', 'Amenemhati II', 'Thotmès III', 'Naprit', 'Pleyte', 'Sit', 'Gkohge Foucart']",Gkohge Foucart
1507,P. A. A. Boeser. Beschreibung der Ægyptischen Sammlung des Niederländischen Reichsmuseums der Altertümer in Leiden. Tome II. Die Denkmäler der Zeit zwischen dem alten und mittleren Reiche und des mittleren Reiches. ,"['Boeser', 'Béschreibung der', 'Tome H. Die Denkmàler', 'Martinus Nijhoff', 'Ton', 'Pharaon Sovkouhàtep IV', 'Sovkou-ImSaoul', 'Antouf', 'Sait', 'Amonamhati III', 'Sovkouhàtep III', 'Pleyte', 'Insinger de Luxor', 'Duthil', 'Schelling', 'Leemans', 'Sovkoudidou-Sonbabou', 'George Foucart']",George Foucart
1508,"P. A. A. Bœser. Description de la collection égyptienne du musée royal des antiquités à Leyde,t. VIl. Monuments des périodes saïte, gréco-romaine et copte","['Bœser', 'Nijhoff', 'Ier', 'Amasis', 'Osiris', 'Sokaris', 'Hermès', 'Ménandre', 'Sarapias', 'Anubis', 'Alexandre', 'George Foucart']",George Foucart
1509,"P. Alban Dold. Konstanzer altlateinische Propheten-und Evangelienbruckstücke mit Glossen, 1929","['Alban Dold', 'Konslanzer altlateinische', 'LeR. P. Dold', 'E. Ranke', 'P. Dold', 'R. P. Dold', 'Saint Ambroise', 'Dold', 'A. Vincent']",A. Vincent
1510,"P. Barrière. — Vesunna Petrucoriorum, histoire d'une petite ville à l'époque gallo-romaine, 1932","['Barrière', 'Vesunna Pétrucó-riorum, histoire', 'Mathièresur', 'Lizop', 'Jullian', 'Pompeia', 'Pompée', 'César', 'Auguste Vesunna', 'Espérandieu', 'Maurice Besnier']",Maurice Besnier
1511,P. Batiffol. La paix constantinienne et le Catholicisme.,"['Mgr Bâti', 'Irénée', 'Origène', 'Dioclétien', 'Constantin', 'Constance', 'Bali libi']",Paui. Monckaux
1512,P. Batiffol. Études de liturgie et d'archéologie chrétienne. — Leçons sur la Messe,"['P. Batiffol', 'Gabalda', 'A. Picard', 'Mgr Batiffol', 'Germain de Paris', 'Paul Monceaux']",Paul Monceaux
1513,P. Battifol. Le Siège apostolique (359-451),"['P. Batikfol', 'Mgr Batiffol', 'Constantin', 'Constance II', 'Y administratio', 'Duchesne', 'Damase', 'Chalcédoine', 'Donatjsme', 'Cathedra', 'Yhénotique', 'Zenon', 'Grégoire le Grand', 'P. Monceaux']",P. Monceaux
1514,P. Boissonnade. Le socialisme d'État L'industrie et les classes industrielles en France pendant les deux premiers siècles de l'ère moderne (1453-1661).,"['Boissonnade', 'Honoré Champion', 'Colbert', 'Valois', 'Charles VII', 'Louis XI', 'François Ier', 'Henri IV', 'Sully', 'Richelieu', 'Mazarin', 'Roi', 'Louis XIV', 'Quantau', 'SaintLéger']",A. de SaintLéger
1515,P. Boyancé. Études sur le Songe de Scipion,"['P. Boyancé', 'E. de Boccard', 'Cicéron', 'Quellenfbrschung', 'Posidonius', 'Tite-Live', 'Harder', 'Jones', 'Josserand', 'Platon', 'Héraclide le Pontique ol Ennius', 'Chrysippe', 'Pythagoriciens', 'Cléanthe', 'Sulpicius Gallus', 'Héraclide le Pontique', 'Tarutius Finnan us', 'Varron', 'Jean Bayet']",Jean Bayet
1516,"P. C. J. A. Boeles, Friesland lot de elfde Euw","['Boeles', 'Friesland', 'Martin Nijhoff', 'Déesse Hludana', 'Héraclius', 'Prou', 'Vechten', 'Camille']",Camille Juujan
1517,"P. C. Van der Horst. Les vers d'or pythagoriciens, 1932","['Van der Horst', 'Anthologia', 'Aimé Puech']",Aimé Puech
1518,P. Cloché. La Restauration démocratique à Athènes en 403 avant J.-C.,"['Cloché', 'E. Leroux', 'Phylé', 'Thrasybule', 'Aristote', 'Eleusis', 'Socrate', 'Xénophon', 'Critias', 'Alcibiade', 'Lysias', 'Diodore', 'Théramène', 'Ératosthène', 'Polémarque', 'Pausanias', 'Eschine', 'C. Sourdille']",C. Sourdille
1519,P. Cloché. Étude chronologique sur la troisième guerre sacrée (356-316 av. J.-C),"['Cloché', 'E. Leroux', 'Philippe de Macédoine', 'Diodore', 'Ton']",C. SOURDÏLLE
1520,P. Collinet. Histoire de l'école de droit de Beyrouth,"['Collinet', 'Ulpien', 'Justinien']",R. G
1521,"P. Cruveilhier, Recueil de lois Assyriennes. (Extrait du Muséon.)","['Cruveilhier', 'P. Scheil', 'Hammourabi', 'Karkémish', 'Nulle', 'G. Contenau']",G. Contenau
1522,"P. Foucart. Le culte des héros chez les Grecs (Extrait des Mémoires de l'Académie des Inscriptions et Belles-Lettres, tome XLII)","['Foucart', 'Cécrops', 'Hyacinthos', 'Lycurgue', 'Héraclès', 'Amphiaraos', 'Trophonios', 'Oreste', 'Thésée', 'Œdipe', 'Golone', 'Eriphyle', 'Fustel de Coulanges', 'Fustel de Goulanges, tout mort', 'JahdiL']",A. Jahdi
1523,"P. Gaudence Orfali. Gethsèmani ou Notice sur l'église de l'Agonie ou de la Prière, d'après les fouilles récentes accomplies par la Custodie franciscaine de Terre Sainte (1909 et 1920)","['XXIII', 'Abel', 'Vincent', 'Barluzzi', 'P. Orfali']",R. D
1524,P. Gusman. La décoration murale à Pompéi,"['P. Gusmàn', 'Gusman']",R. Gagnât
1525,"P. H. Lammens, S. J. La Mecque à la veille de l'hégire (Mélanges de l'Université Saint-Joseph, t. IX, fasc. 3)","['P. H. Lammens', 'R. P. Henri Lammens', 'Ibn-él-Athîr', 'Mahomet', 'P. Lammens', 'Musulmans', 'Motahhar ben Tâhir', 'Vologèse']",Cl. HUÀRT
1526,P. Jouguet. La vie municipale dans l'Égypte romaine.,"['Jouguet', 'Lagides', 'Hadrien', 'Antiaoé', 'Antoniniann']","A. Mekun"""
1527,P. Jouguet. Papyrus de Théadelphie,"['Jouguet', 'Fontemoing', 'Jésus-Christ', 'Sakaon', 'Satabous']",A. M
1528,P. K. Baillie Reynolds. The Vigiles of Imperial Rome,"['P. K. Baillie Reynolds', 'Humphrey Milford', 'Reynolds', 'Auguste']",R. G
1529,P. Miguelez. Catalogo de los Codices Espanoles de la Bibliotheca del Escorial. T. I. Relaciones historicas,"['P. Miguklez', 'Imprenta Helénica', 'P. Miguélez', 'Charles-Quint', 'Gonzalo Pcve^secrétairede CharlesQuint', 'Bcrnabé del Busto', 'Perez de Castro', 'Ambrosio de Morales', 'Philippe II', 'Raymond Lantieh']",Raymond Lantieh
1530,P. N. Ure. Sixth and fifth century pottery of Rhitsona (Reading University Studies),"['Ure', 'Burrows', 'Mme LTre', 'Muie', 'A. Merlin']",A. Merlin
1531,"P. Ovidii Nasonis. — Ex Ponto liber primas commentario exegetico instructus ab A. Scholte, 1933","['P. Ovidii Nasonis', 'Scholte', 'P. Thomas', 'R. Pichon', 'Teubner', 'Durry']",M. Durry
1532,P. Paris et G. Bonsor. Fouilles de Belo. Tome I,"['G. Bonsor', 'Belo', 'Junbn', 'Minerve']",II. G
1533,"P. Paris et V. Bardaviu Ponz. Fouilles dans la région d'Alcanis (Province de Teruel). I. Le Cabezo del Cuervo. II. Le Taratrato. Bibliothèque de l'École des Hautes Études hispaniques, fasc., XI, 1","['V. Bardaviu', 'Feret']",-Raymond Lantier
1534,"P. Paris, G. Bonsor, A. Laumonier, R. Ricard, G. de Mergelina. Fouilles de Belo (Bolonia, province de Cadiz (19171921). T. II. La Nécropole. Bibliothèque de l'Ecole des Hautes Etudes hispaniques, fasc. VI bis","['G. Bonsor', 'A. Laumonier', 'R. Ricard', 'G. de Mergelina', 'T. II', 'XXXIII pi', 'Carmona', 'Claude', 'Bolania', 'Raymond Lantier']",Raymond Lantier
1535,P. Paris. Le Musée archéologique national de Madrid,"['P. Paris', 'Garcia Bel', 'Gerralbo', 'R. Paris', 'Legendre', 'R. Thouvenot']",R. Thouvenot
1536,"P. Perdrizet. Negotium perambulans in tenebris, études de démonologie gréco-orientale (publications de la Faculté des lettres de l'Université de Strasbourg, fasc. 6)","['Perdrizet', 'Saint', 'Sisinnios le Parthe', 'Yoculus iriïidiosus', 'Salomon', 'Wîou', 'Christ']",A. M
1537,"P. René Mouterde, S. J. Le glaive de Dardanos, objets et inscriptions magiques de Syrie (extrait des Mélanges de l'Université Saint-Joseph à Beyrouth, XV, 3, 1930, p. 54-136, pi. I-ÎII)-","['P. René Mouterde', 'Eros', 'Aphrodite', 'Psyché', 'Èros', 'P. Mouterde', 'P. Mou tenie', 'Maurice Besnier']",Maurice Besnier
1538,"P. Van Cauwenbergh. Étude sur les moines d'Égypte, depuis le concile de Chalcédoine (451), jusqu'à l'invasion arabe (640).","['P. VAN Cauwenbero.h', 'P. Ladeuze', 'J. Leipoldt', 'Samuel de Kalamon', 'Amélineau', 'J.-B. Chabot']",J.-B. Chabot
1539,"P. de Labriolle. Histoire de la littérature latine chrétienne. Deuxième édition, revue et augmentée","['P. de Labriolle', 'Grégoire le Grand', 'Grégoire de Rome', 'Paul Monceaux']",Paul Monceaux
1540,P.A. Lemoisne. Les Xylographes du XIVe et du XVe siècle au Cabinet des estampes de la Bibliothèque nationale,"['Lemoisne', 'G. Van Oest']",L.-H. Lahamjk
1541,"Palladius. Histoire Lausiaque (vies d'ascètes et de pères du désert). Texte grec, introduction et traduction française, par A. Lucot","['Lucot', 'Hemmer', 'A. Picard', 'Histoire Lausiaque', 'Lausus', 'Meursius', 'Fronton Du Duc', 'Lami', 'Du Duc', 'Dom Butler', 'Palladius']",G. E. R
1542,"Pantchenko, Reliefui iz baziliki Studia v'Konstantinopolié. (Bas-reliefs de la basilique de Stoudios à Constantinople). Extrait du Bulletin archéologique de l'Institut d'archéologie de Russie à Constantinople","['Stoudios', 'Pantchenko', 'Christ', 'Louis Bhkiiiek']",Louis Bhkiiiek
1543,"Pappadopoulos. Théodore II Lancaris, empereur de Nicée","['Théodore II Lancaris, empereur de Nicée', 'A. Picard', 'Théodore II Lascaris, fils', 'Jean Vatatzès', 'Paléologues', 'Pappadopoulos', 'Théodore IL II', 'Théodore Lascaris', 'Frédéric U', 'Louis Brkhiek']",Louis Brkhiek
1544,"Papyri Osloenses, fasc. I, Magical Papyri edited by S. Eitrem, published by Det Norske videnskaps-Akademi i Oslo","['S. Eitrem', 'A. Fridrichsen', 'Taépis', 'Alexandria', 'Théocrite', 'Typhon', 'Paul', 'Osiris', 'Isis', 'P. Jougukt']",Preisendanz.  P.  Jougukt
1545,"Paul Brönnle. Monuments of arabic philology. Commentary on Ibn Hischâm's biography of Muhammad according to Abu Dzarrs mss. in Berlin, Constantinople and the Escorial.","['Paul Bkônnle', 'Mahomet', 'Prophète', 'Ibn Hischâm', 'P. Brônnle']",Houdas
1546,"Paul Cloché, Thèbes de Béotie, des origines à la conquête romaine ","['Paul Cloché', 'Guillon', 'Maurice Holleaux', 'Michel Feyel', 'Hérodote', 'Thucydide', 'Xénophon', 'Polybe', 'Diodore', 'Plutarque', 'Pindare', 'Pausanias', 'Epaminondas', 'Victor Chapot']",Victor Chapot
1547,"Paul Cloché. Alexandre le Grand, et les essais de fusion entre l'Occident gréco-macédonien et l'Orient, 1947","['Alexandre', 'Ouvrage', 'Georges Radet', 'Paul Cloché', 'Plutarque', 'Victor Chapot']",Victor Chapot
1548,Paul Cloché. Démosthène et la fin de la démocratie athénienne,"['Cloché', 'Halphen', 'Philippe', 'Alexandre', 'Harpale']",A. PUECH
1549,Paul Cloché. Histoire de la Macédoine jusqu'à l'avènement d'Alexandre le Grand,"['Paul Cloché', 'Alexandre le Grand', 'P. Cloché', 'Philippe II', 'Roberto Paribeni', 'Alessandro Magno', 'P. Waltz', 'Hérodote', 'Thucydide', 'A. Grenier']",A. Grenier
1550,Paul Collart. Nonnos de Panopolis. Études sur la composition et le texte des Dionysiaques.,"['Collart', 'Nonnos', 'Pierre Jouguet', 'Jouguet', 'Schubart', 'Wilamowitz', 'A. Ludwich', 'Dionysos', 'Cadmos', 'Héra', 'A. Puech']",A. Puech
1551,Paul Couissin. Étude sur l'Arc de triomphe d'Orange. La nudité guerrière des Gaulois.,"['Paul Gouissin', 'Polybe', 'Adrien Blanchet']",Adrien Blanchet
1552,Paul Delannoy. L'Université de Louvain.,"['Delannoy', 'L. Noel', 'Maurice Croiset', 'Y Aima', 'Érasme', 'André Vésale', 'Juste Lipse', 'Joseph II', 'Noël', 'Philippe le Bon', 'Paul Fournier']",Paul Fournier
1553,"Paul Deschamps. La Sculpture française à l'époque romane, XIeXIIe siècles","['Deschamps', 'André Michel', 'Jes', 'Vi try', 'Marcel A']",Marcel A y pert
1554,Paul Deschamps. Étude sur la paléographie des inscriptions lapidaires de la fin de l'époque mérovingienne aux dernières années du XIIe siècle,"['Paul Deschamps', 'Le Blant', 'Prou', 'Deschamps', 'Louis Bréhier']",Louis Bréhier
1555,"Paul Fournier. Un groupe de recueils canoniques italiens des Xe et XIe siècles. (Extrait des Mémoires de l'Académie des Inscriptions et BellesLettres, tome XL.)","['Fournier', 'Grégoire VII', 'Vallicellan tome XVIII', 'Formose', 'Hildebrand', 'Emile Chénon']",Emile Chénon
1556,Paul Gauckler. Le Sanctuaire syrien du Janicule,"['P. Gauckler', 'A. Picard', 'Antonianos', 'Janicule', 'Nymphe Furrina', 'Atar gal is', 'R. Dussaud', 'Nicole', 'J. Toutain']",J. Toutain
1557,"Paul Herre. Barbara Blomberg, die Geliebte Kaiser Karls V und Mutter don Juans de Austria, ein Kulturbild des XVI.en Jahrhunderts.","['Paul Herbe', 'Barbara Blomberg', 'Charles-Quint', 'Jeanne van der Gheinst', 'Juan', 'P. Herre', 'Modesto Lafuente', 'Gachard', 'Hugo de Walderdorff', 'Barbara', 'Wolfgang Plumberger', 'Sibylle', 'Ratisbonne', 'Jérôme Regel', 'Kegel', 'Philippe II', 'Madame Kegel', 'Antoine Standen', 'Louis de Requesens', 'Elie Bergeu']",Elie Bergeu
1558,"Paul Kletner. Nordwesteuropas Verkehr, Handel und Gewerbe im frühen Mittelalter (Deutsche Kultur, Historische Reihe II)","['Kletner', 'Nordwesteuropas Verkehr', 'Schulbucher Verlag', 'Dopseh', 'Charlemagne', 'Halphen', 'Offa de Mercie', 'Marc Bloch']",Marc Bloch
1559,Paul Le Cacheux. Actes de la chancellerie de Henri VI concernant la Normandie sous la domination anglaise (1422-1435).,"['Le Cacheux', 'Henri VI', 'Picard', 'Laurent Anquetil', 'Nicole Souris', 'Robin le Peletier', 'Bedford', 'Verneuil', 'Jeanne de la Mare', 'Elie Berger']",Elie Berger
1560,"Paul Lemerle, André Guillou, Nicolas Svoronos, Denise Papachryssanthou, Actes de Lavra, t. IV","['Paul Lemerle', 'André Guillou', 'Nicolas Svoroxos', 'Denise Papachryssanthou,', 'P. Lethielleux', 'Paléologues', 'Philothée Kokkinos', 'Grégoire Palamas', 'Michel VIII', 'Lavra', 'Nicolas Svoronos', 'Sima Cirkovic', 'Denise Papachryssanthou', 'Gilbert Dagron']",Gilbert Dagron
1561,"Paul Louis. Le travail dans le monde romain. (Collection de l'Histoire universelle du travail, publiée sous la direction de Georges Renard)","['Paul Louis', 'Georges Renard', 'Théodose', 'Auguste', 'Dioclétien', 'Waddington', 'Mommsen', 'Blùmner', 'Besnier']",M. Besnier
1562,Paul Marichal. Dictionnaire topographique du département des Vosges ,"['Marichal', 'Coville', 'Aug-uste Longnon', 'Auguste', 'Gilliéron', 'Rousselot', 'Auguste Long', 'Léon Mirot', 'Ghartisle', 'Antoine Thomas', 'Gourgue', 'Longemer', 'Albert Dauzat']",Albert Dauzat
